completed,chosen_card,timestamp,alternatives,answer_card,page,button,correct,index,prompt,radio_button_chosen
17,"../static/90/rc_vocab_90_25.png",1551454882,"[ ""../static/60/rc_vocab_60_75.png"", ""../static/42/rc_vocab_42_37.png"", ""../static/44/rc_vocab_44_41.png"", ""../static/90/rc_vocab_90_25.png"" ]","../static/90/rc_vocab_90_25.png","Quiz","Submit",18,17,"../static/90/rc_vocab_90_24.png",3
18,"None",1551454883,"[ ""../static/50/rc_vocab_50_33.png"", ""../static/46/rc_vocab_46_57.png"", ""../static/71/rc_vocab_71_17.png"", ""../static/90/rc_vocab_90_49.png"" ]","../static/90/rc_vocab_90_49.png","Quiz","Next",18,18,"../static/90/rc_vocab_90_48.png","None"
18,"../static/90/rc_vocab_90_49.png",1551454886,"[ ""../static/50/rc_vocab_50_33.png"", ""../static/46/rc_vocab_46_57.png"", ""../static/71/rc_vocab_71_17.png"", ""../static/90/rc_vocab_90_49.png"" ]","../static/90/rc_vocab_90_49.png","Quiz","Submit",19,18,"../static/90/rc_vocab_90_48.png",3
19,"None",1551454888,"[ ""../static/69/rc_vocab_69_41.png"", ""../static/33/rc_vocab_33_21.png"", ""../static/90/rc_vocab_90_59.png"", ""../static/72/rc_vocab_72_97.png"" ]","../static/90/rc_vocab_90_59.png","Quiz","Next",19,19,"../static/90/rc_vocab_90_58.png","None"
19,"../static/90/rc_vocab_90_59.png",1551454891,"[ ""../static/69/rc_vocab_69_41.png"", ""../static/33/rc_vocab_33_21.png"", ""../static/90/rc_vocab_90_59.png"", ""../static/72/rc_vocab_72_97.png"" ]","../static/90/rc_vocab_90_59.png","Quiz","Submit",20,19,"../static/90/rc_vocab_90_58.png",2
20,"None",1551454892,"[ ""../static/90/rc_vocab_90_5.png"", ""../static/28/rc_vocab_28_15.png"", ""../static/50/rc_vocab_50_53.png"", ""../static/54/rc_vocab_54_13.png"" ]","../static/90/rc_vocab_90_5.png","Quiz","Next",20,20,"../static/90/rc_vocab_90_4.png","None"
20,"../static/90/rc_vocab_90_5.png",1551454894,"[ ""../static/90/rc_vocab_90_5.png"", ""../static/28/rc_vocab_28_15.png"", ""../static/50/rc_vocab_50_53.png"", ""../static/54/rc_vocab_54_13.png"" ]","../static/90/rc_vocab_90_5.png","Quiz","Submit",21,20,"../static/90/rc_vocab_90_4.png",0
21,"None",1551454896,"[ ""../static/39/rc_vocab_39_17.png"", ""../static/90/rc_vocab_90_1.png"", ""../static/23/rc_vocab_23_35.png"", ""../static/29/rc_vocab_29_1.png"" ]","../static/90/rc_vocab_90_1.png","Quiz","Next",21,21,"../static/90/rc_vocab_90_0.png","None"
21,"../static/90/rc_vocab_90_1.png",1551454903,"[ ""../static/39/rc_vocab_39_17.png"", ""../static/90/rc_vocab_90_1.png"", ""../static/23/rc_vocab_23_35.png"", ""../static/29/rc_vocab_29_1.png"" ]","../static/90/rc_vocab_90_1.png","Quiz","Submit",22,21,"../static/90/rc_vocab_90_0.png",1
22,"None",1551454907,"[ ""../static/32/rc_vocab_32_29.png"", ""../static/21/rc_vocab_21_29.png"", ""../static/90/rc_vocab_90_19.png"", ""../static/25/rc_vocab_25_9.png"" ]","../static/90/rc_vocab_90_19.png","Quiz","Next",22,22,"../static/90/rc_vocab_90_18.png","None"
22,"../static/90/rc_vocab_90_19.png",1551454911,"[ ""../static/32/rc_vocab_32_29.png"", ""../static/21/rc_vocab_21_29.png"", ""../static/90/rc_vocab_90_19.png"", ""../static/25/rc_vocab_25_9.png"" ]","../static/90/rc_vocab_90_19.png","Quiz","Submit",23,22,"../static/90/rc_vocab_90_18.png",2
23,"None",1551454911,"[ ""../static/90/rc_vocab_90_55.png"", ""../static/5/rc_vocab_5_13.png"", ""../static/20/rc_vocab_20_39.png"", ""../static/59/rc_vocab_59_73.png"" ]","../static/90/rc_vocab_90_55.png","Quiz","Next",23,23,"../static/90/rc_vocab_90_54.png","None"
23,"../static/90/rc_vocab_90_55.png",1551454914,"[ ""../static/90/rc_vocab_90_55.png"", ""../static/5/rc_vocab_5_13.png"", ""../static/20/rc_vocab_20_39.png"", ""../static/59/rc_vocab_59_73.png"" ]","../static/90/rc_vocab_90_55.png","Quiz","Submit",24,23,"../static/90/rc_vocab_90_54.png",0
24,"None",1551454915,"[ ""../static/90/rc_vocab_90_37.png"", ""../static/48/rc_vocab_48_7.png"", ""../static/59/rc_vocab_59_99.png"", ""../static/22/rc_vocab_22_15.png"" ]","../static/90/rc_vocab_90_37.png","Quiz","Next",24,24,"../static/90/rc_vocab_90_36.png","None"
24,"../static/90/rc_vocab_90_37.png",1551454917,"[ ""../static/90/rc_vocab_90_37.png"", ""../static/48/rc_vocab_48_7.png"", ""../static/59/rc_vocab_59_99.png"", ""../static/22/rc_vocab_22_15.png"" ]","../static/90/rc_vocab_90_37.png","Quiz","Submit",25,24,"../static/90/rc_vocab_90_36.png",0
25,"None",1551454923,"[ ""../static/90/rc_vocab_90_81.png"", ""../static/22/rc_vocab_22_25.png"", ""../static/70/rc_vocab_70_21.png"", ""../static/26/rc_vocab_26_29.png"" ]","../static/90/rc_vocab_90_81.png","Quiz","Next",25,25,"../static/90/rc_vocab_90_80.png","None"
25,"../static/90/rc_vocab_90_81.png",1551454925,"[ ""../static/90/rc_vocab_90_81.png"", ""../static/22/rc_vocab_22_25.png"", ""../static/70/rc_vocab_70_21.png"", ""../static/26/rc_vocab_26_29.png"" ]","../static/90/rc_vocab_90_81.png","Quiz","Submit",26,25,"../static/90/rc_vocab_90_80.png",0
26,"None",1551454926,"[ ""../static/71/rc_vocab_71_41.png"", ""../static/35/rc_vocab_35_53.png"", ""../static/90/rc_vocab_90_31.png"", ""../static/12/rc_vocab_12_15.png"" ]","../static/90/rc_vocab_90_31.png","Quiz","Next",26,26,"../static/90/rc_vocab_90_30.png","None"
26,"../static/12/rc_vocab_12_15.png",1551454943,"[ ""../static/71/rc_vocab_71_41.png"", ""../static/35/rc_vocab_35_53.png"", ""../static/90/rc_vocab_90_31.png"", ""../static/12/rc_vocab_12_15.png"" ]","../static/90/rc_vocab_90_31.png","Quiz","Submit",26,26,"../static/90/rc_vocab_90_30.png",3
26,"../static/90/rc_vocab_90_31.png",1551454944,"[ ""../static/71/rc_vocab_71_41.png"", ""../static/35/rc_vocab_35_53.png"", ""../static/90/rc_vocab_90_31.png"", ""../static/12/rc_vocab_12_15.png"" ]","../static/90/rc_vocab_90_31.png","Quiz","Submit",26,26,"../static/90/rc_vocab_90_30.png",2
27,"None",1551454945,"[ ""../static/24/rc_vocab_24_7.png"", ""../static/90/rc_vocab_90_43.png"", ""../static/33/rc_vocab_33_21.png"", ""../static/64/rc_vocab_64_23.png"" ]","../static/90/rc_vocab_90_43.png","Quiz","Next",26,27,"../static/90/rc_vocab_90_42.png","None"
27,"../static/90/rc_vocab_90_43.png",1551454961,"[ ""../static/24/rc_vocab_24_7.png"", ""../static/90/rc_vocab_90_43.png"", ""../static/33/rc_vocab_33_21.png"", ""../static/64/rc_vocab_64_23.png"" ]","../static/90/rc_vocab_90_43.png","Quiz","Submit",27,27,"../static/90/rc_vocab_90_42.png",1
28,"None",1551454962,"[ ""../static/28/rc_vocab_28_1.png"", ""../static/24/rc_vocab_24_15.png"", ""../static/4/rc_vocab_4_19.png"", ""../static/90/rc_vocab_90_87.png"" ]","../static/90/rc_vocab_90_87.png","Quiz","Next",27,28,"../static/90/rc_vocab_90_86.png","None"
28,"../static/90/rc_vocab_90_87.png",1551454967,"[ ""../static/28/rc_vocab_28_1.png"", ""../static/24/rc_vocab_24_15.png"", ""../static/4/rc_vocab_4_19.png"", ""../static/90/rc_vocab_90_87.png"" ]","../static/90/rc_vocab_90_87.png","Quiz","Submit",28,28,"../static/90/rc_vocab_90_86.png",3
29,"None",1551454969,"[ ""../static/8/rc_vocab_8_31.png"", ""../static/22/rc_vocab_22_15.png"", ""../static/66/rc_vocab_66_51.png"", ""../static/90/rc_vocab_90_45.png"" ]","../static/90/rc_vocab_90_45.png","Quiz","Next",28,29,"../static/90/rc_vocab_90_44.png","None"
29,"../static/90/rc_vocab_90_45.png",1551454979,"[ ""../static/8/rc_vocab_8_31.png"", ""../static/22/rc_vocab_22_15.png"", ""../static/66/rc_vocab_66_51.png"", ""../static/90/rc_vocab_90_45.png"" ]","../static/90/rc_vocab_90_45.png","Quiz","Submit",29,29,"../static/90/rc_vocab_90_44.png",3
30,"None",1551454982,"[ ""../static/17/rc_vocab_17_27.png"", ""../static/90/rc_vocab_90_27.png"", ""../static/7/rc_vocab_7_17.png"", ""../static/19/rc_vocab_19_25.png"" ]","../static/90/rc_vocab_90_27.png","Quiz","Next",29,30,"../static/90/rc_vocab_90_26.png","None"
30,"../static/90/rc_vocab_90_27.png",1551454986,"[ ""../static/17/rc_vocab_17_27.png"", ""../static/90/rc_vocab_90_27.png"", ""../static/7/rc_vocab_7_17.png"", ""../static/19/rc_vocab_19_25.png"" ]","../static/90/rc_vocab_90_27.png","Quiz","Submit",30,30,"../static/90/rc_vocab_90_26.png",1
31,"None",1551454987,"[ ""../static/16/rc_vocab_16_77.png"", ""../static/42/rc_vocab_42_33.png"", ""../static/32/rc_vocab_32_35.png"", ""../static/90/rc_vocab_90_65.png"" ]","../static/90/rc_vocab_90_65.png","Quiz","Next",30,31,"../static/90/rc_vocab_90_64.png","None"
31,"../static/90/rc_vocab_90_65.png",1551454991,"[ ""../static/16/rc_vocab_16_77.png"", ""../static/42/rc_vocab_42_33.png"", ""../static/32/rc_vocab_32_35.png"", ""../static/90/rc_vocab_90_65.png"" ]","../static/90/rc_vocab_90_65.png","Quiz","Submit",31,31,"../static/90/rc_vocab_90_64.png",3
32,"None",1551454994,"[ ""../static/90/rc_vocab_90_13.png"", ""../static/70/rc_vocab_70_31.png"", ""../static/5/rc_vocab_5_31.png"", ""../static/70/rc_vocab_70_97.png"" ]","../static/90/rc_vocab_90_13.png","Quiz","Next",31,32,"../static/90/rc_vocab_90_12.png","None"
32,"../static/90/rc_vocab_90_13.png",1551454999,"[ ""../static/90/rc_vocab_90_13.png"", ""../static/70/rc_vocab_70_31.png"", ""../static/5/rc_vocab_5_31.png"", ""../static/70/rc_vocab_70_97.png"" ]","../static/90/rc_vocab_90_13.png","Quiz","Submit",32,32,"../static/90/rc_vocab_90_12.png",0
33,"None",1551455000,"[ ""../static/25/rc_vocab_25_13.png"", ""../static/48/rc_vocab_48_11.png"", ""../static/14/rc_vocab_14_31.png"", ""../static/90/rc_vocab_90_23.png"" ]","../static/90/rc_vocab_90_23.png","Quiz","Next",32,33,"../static/90/rc_vocab_90_22.png","None"
33,"../static/90/rc_vocab_90_23.png",1551455007,"[ ""../static/25/rc_vocab_25_13.png"", ""../static/48/rc_vocab_48_11.png"", ""../static/14/rc_vocab_14_31.png"", ""../static/90/rc_vocab_90_23.png"" ]","../static/90/rc_vocab_90_23.png","Quiz","Submit",33,33,"../static/90/rc_vocab_90_22.png",3
34,"None",1551455009,"[ ""../static/54/rc_vocab_54_35.png"", ""../static/18/rc_vocab_18_39.png"", ""../static/90/rc_vocab_90_73.png"", ""../static/41/rc_vocab_41_15.png"" ]","../static/90/rc_vocab_90_73.png","Quiz","Next",33,34,"../static/90/rc_vocab_90_72.png","None"
34,"../static/90/rc_vocab_90_73.png",1551455014,"[ ""../static/54/rc_vocab_54_35.png"", ""../static/18/rc_vocab_18_39.png"", ""../static/90/rc_vocab_90_73.png"", ""../static/41/rc_vocab_41_15.png"" ]","../static/90/rc_vocab_90_73.png","Quiz","Submit",34,34,"../static/90/rc_vocab_90_72.png",2
35,"None",1551455016,"[ ""../static/7/rc_vocab_7_5.png"", ""../static/48/rc_vocab_48_25.png"", ""../static/90/rc_vocab_90_93.png"", ""../static/21/rc_vocab_21_9.png"" ]","../static/90/rc_vocab_90_93.png","Quiz","Next",34,35,"../static/90/rc_vocab_90_92.png","None"
35,"../static/90/rc_vocab_90_93.png",1551455019,"[ ""../static/7/rc_vocab_7_5.png"", ""../static/48/rc_vocab_48_25.png"", ""../static/90/rc_vocab_90_93.png"", ""../static/21/rc_vocab_21_9.png"" ]","../static/90/rc_vocab_90_93.png","Quiz","Submit",35,35,"../static/90/rc_vocab_90_92.png",2
36,"None",1551455020,"[ ""../static/8/rc_vocab_8_29.png"", ""../static/90/rc_vocab_90_99.png"", ""../static/67/rc_vocab_67_61.png"", ""../static/26/rc_vocab_26_21.png"" ]","../static/90/rc_vocab_90_99.png","Quiz","Next",35,36,"../static/90/rc_vocab_90_98.png","None"
36,"../static/90/rc_vocab_90_99.png",1551455030,"[ ""../static/8/rc_vocab_8_29.png"", ""../static/90/rc_vocab_90_99.png"", ""../static/67/rc_vocab_67_61.png"", ""../static/26/rc_vocab_26_21.png"" ]","../static/90/rc_vocab_90_99.png","Quiz","Submit",36,36,"../static/90/rc_vocab_90_98.png",1
37,"None",1551455031,"[ ""../static/71/rc_vocab_71_29.png"", ""../static/65/rc_vocab_65_41.png"", ""../static/57/rc_vocab_57_35.png"", ""../static/90/rc_vocab_90_101.png"" ]","../static/90/rc_vocab_90_101.png","Quiz","Next",36,37,"../static/90/rc_vocab_90_100.png","None"
37,"../static/90/rc_vocab_90_101.png",1551455036,"[ ""../static/71/rc_vocab_71_29.png"", ""../static/65/rc_vocab_65_41.png"", ""../static/57/rc_vocab_57_35.png"", ""../static/90/rc_vocab_90_101.png"" ]","../static/90/rc_vocab_90_101.png","Quiz","Submit",37,37,"../static/90/rc_vocab_90_100.png",3
38,"None",1551455038,"[ ""../static/90/rc_vocab_90_89.png"", ""../static/49/rc_vocab_49_9.png"", ""../static/72/rc_vocab_72_1.png"", ""../static/74/rc_vocab_74_25.png"" ]","../static/90/rc_vocab_90_89.png","Quiz","Next",37,38,"../static/90/rc_vocab_90_88.png","None"
38,"../static/90/rc_vocab_90_89.png",1551455042,"[ ""../static/90/rc_vocab_90_89.png"", ""../static/49/rc_vocab_49_9.png"", ""../static/72/rc_vocab_72_1.png"", ""../static/74/rc_vocab_74_25.png"" ]","../static/90/rc_vocab_90_89.png","Quiz","Submit",38,38,"../static/90/rc_vocab_90_88.png",0
39,"None",1551455043,"[ ""../static/60/rc_vocab_60_53.png"", ""../static/66/rc_vocab_66_49.png"", ""../static/90/rc_vocab_90_3.png"", ""../static/59/rc_vocab_59_87.png"" ]","../static/90/rc_vocab_90_3.png","Quiz","Next",38,39,"../static/90/rc_vocab_90_2.png","None"
39,"../static/90/rc_vocab_90_3.png",1551455046,"[ ""../static/60/rc_vocab_60_53.png"", ""../static/66/rc_vocab_66_49.png"", ""../static/90/rc_vocab_90_3.png"", ""../static/59/rc_vocab_59_87.png"" ]","../static/90/rc_vocab_90_3.png","Quiz","Submit",39,39,"../static/90/rc_vocab_90_2.png",2
40,"None",1551455047,"[ ""../static/53/rc_vocab_53_7.png"", ""../static/90/rc_vocab_90_41.png"", ""../static/31/rc_vocab_31_13.png"", ""../static/37/rc_vocab_37_45.png"" ]","../static/90/rc_vocab_90_41.png","Quiz","Next",39,40,"../static/90/rc_vocab_90_40.png","None"
40,"../static/90/rc_vocab_90_41.png",1551455060,"[ ""../static/53/rc_vocab_53_7.png"", ""../static/90/rc_vocab_90_41.png"", ""../static/31/rc_vocab_31_13.png"", ""../static/37/rc_vocab_37_45.png"" ]","../static/90/rc_vocab_90_41.png","Quiz","Submit",40,40,"../static/90/rc_vocab_90_40.png",1
41,"None",1551455062,"[ ""../static/26/rc_vocab_26_21.png"", ""../static/47/rc_vocab_47_21.png"", ""../static/11/rc_vocab_11_17.png"", ""../static/90/rc_vocab_90_51.png"" ]","../static/90/rc_vocab_90_51.png","Quiz","Next",40,41,"../static/90/rc_vocab_90_50.png","None"
41,"../static/90/rc_vocab_90_51.png",1551455068,"[ ""../static/26/rc_vocab_26_21.png"", ""../static/47/rc_vocab_47_21.png"", ""../static/11/rc_vocab_11_17.png"", ""../static/90/rc_vocab_90_51.png"" ]","../static/90/rc_vocab_90_51.png","Quiz","Submit",41,41,"../static/90/rc_vocab_90_50.png",3
42,"None",1551455069,"[ ""../static/90/rc_vocab_90_71.png"", ""../static/39/rc_vocab_39_27.png"", ""../static/74/rc_vocab_74_9.png"", ""../static/36/rc_vocab_36_61.png"" ]","../static/90/rc_vocab_90_71.png","Quiz","Next",41,42,"../static/90/rc_vocab_90_70.png","None"
42,"../static/90/rc_vocab_90_71.png",1551455072,"[ ""../static/90/rc_vocab_90_71.png"", ""../static/39/rc_vocab_39_27.png"", ""../static/74/rc_vocab_74_9.png"", ""../static/36/rc_vocab_36_61.png"" ]","../static/90/rc_vocab_90_71.png","Quiz","Submit",42,42,"../static/90/rc_vocab_90_70.png",0
43,"None",1551455073,"[ ""../static/28/rc_vocab_28_21.png"", ""../static/51/rc_vocab_51_9.png"", ""../static/90/rc_vocab_90_91.png"", ""../static/50/rc_vocab_50_39.png"" ]","../static/90/rc_vocab_90_91.png","Quiz","Next",42,43,"../static/90/rc_vocab_90_90.png","None"
43,"../static/90/rc_vocab_90_91.png",1551455075,"[ ""../static/28/rc_vocab_28_21.png"", ""../static/51/rc_vocab_51_9.png"", ""../static/90/rc_vocab_90_91.png"", ""../static/50/rc_vocab_50_39.png"" ]","../static/90/rc_vocab_90_91.png","Quiz","Submit",43,43,"../static/90/rc_vocab_90_90.png",2
44,"None",1551455078,"[ ""../static/36/rc_vocab_36_23.png"", ""../static/36/rc_vocab_36_49.png"", ""../static/90/rc_vocab_90_33.png"", ""../static/4/rc_vocab_4_3.png"" ]","../static/90/rc_vocab_90_33.png","Quiz","Next",43,44,"../static/90/rc_vocab_90_32.png","None"
44,"../static/90/rc_vocab_90_33.png",1551455081,"[ ""../static/36/rc_vocab_36_23.png"", ""../static/36/rc_vocab_36_49.png"", ""../static/90/rc_vocab_90_33.png"", ""../static/4/rc_vocab_4_3.png"" ]","../static/90/rc_vocab_90_33.png","Quiz","Submit",44,44,"../static/90/rc_vocab_90_32.png",2
45,"None",1551455082,"[ ""../static/17/rc_vocab_17_25.png"", ""../static/50/rc_vocab_50_19.png"", ""../static/19/rc_vocab_19_29.png"", ""../static/90/rc_vocab_90_85.png"" ]","../static/90/rc_vocab_90_85.png","Quiz","Next",44,45,"../static/90/rc_vocab_90_84.png","None"
45,"../static/90/rc_vocab_90_85.png",1551455087,"[ ""../static/17/rc_vocab_17_25.png"", ""../static/50/rc_vocab_50_19.png"", ""../static/19/rc_vocab_19_29.png"", ""../static/90/rc_vocab_90_85.png"" ]","../static/90/rc_vocab_90_85.png","Quiz","Submit",45,45,"../static/90/rc_vocab_90_84.png",3
46,"None",1551455089,"[ ""../static/90/rc_vocab_90_103.png"", ""../static/14/rc_vocab_14_43.png"", ""../static/66/rc_vocab_66_15.png"", ""../static/40/rc_vocab_40_45.png"" ]","../static/90/rc_vocab_90_103.png","Quiz","Next",45,46,"../static/90/rc_vocab_90_102.png","None"
46,"../static/90/rc_vocab_90_103.png",1551455092,"[ ""../static/90/rc_vocab_90_103.png"", ""../static/14/rc_vocab_14_43.png"", ""../static/66/rc_vocab_66_15.png"", ""../static/40/rc_vocab_40_45.png"" ]","../static/90/rc_vocab_90_103.png","Quiz","Submit",46,46,"../static/90/rc_vocab_90_102.png",0
47,"None",1551455095,"[ ""../static/8/rc_vocab_8_39.png"", ""../static/12/rc_vocab_12_11.png"", ""../static/90/rc_vocab_90_15.png"", ""../static/52/rc_vocab_52_37.png"" ]","../static/90/rc_vocab_90_15.png","Quiz","Next",46,47,"../static/90/rc_vocab_90_14.png","None"
47,"../static/90/rc_vocab_90_15.png",1551455102,"[ ""../static/8/rc_vocab_8_39.png"", ""../static/12/rc_vocab_12_11.png"", ""../static/90/rc_vocab_90_15.png"", ""../static/52/rc_vocab_52_37.png"" ]","../static/90/rc_vocab_90_15.png","Quiz","Submit",47,47,"../static/90/rc_vocab_90_14.png",2
48,"None",1551455103,"[ ""../static/16/rc_vocab_16_31.png"", ""../static/90/rc_vocab_90_7.png"", ""../static/32/rc_vocab_32_13.png"", ""../static/40/rc_vocab_40_43.png"" ]","../static/90/rc_vocab_90_7.png","Quiz","Next",47,48,"../static/90/rc_vocab_90_6.png","None"
48,"../static/90/rc_vocab_90_7.png",1551455107,"[ ""../static/16/rc_vocab_16_31.png"", ""../static/90/rc_vocab_90_7.png"", ""../static/32/rc_vocab_32_13.png"", ""../static/40/rc_vocab_40_43.png"" ]","../static/90/rc_vocab_90_7.png","Quiz","Submit",48,48,"../static/90/rc_vocab_90_6.png",1
49,"None",1551455109,"[ ""../static/37/rc_vocab_37_69.png"", ""../static/52/rc_vocab_52_39.png"", ""../static/43/rc_vocab_43_33.png"", ""../static/90/rc_vocab_90_75.png"" ]","../static/90/rc_vocab_90_75.png","Quiz","Next",48,49,"../static/90/rc_vocab_90_74.png","None"
0,"../static/90/rc_vocab_90_93.png",1551543281,"[ ""../static/56/rc_vocab_56_13.png"", ""../static/90/rc_vocab_90_93.png"", ""../static/40/rc_vocab_40_55.png"", ""../static/51/rc_vocab_51_27.png"" ]","../static/90/rc_vocab_90_93.png","Quiz","Submit",1,0,"../static/90/rc_vocab_90_92.png",1
1,"None",1551543283,"[ ""../static/52/rc_vocab_52_41.png"", ""../static/90/rc_vocab_90_103.png"", ""../static/35/rc_vocab_35_53.png"", ""../static/26/rc_vocab_26_17.png"" ]","../static/90/rc_vocab_90_103.png","Quiz","Next",1,1,"../static/90/rc_vocab_90_102.png","None"
1,"../static/90/rc_vocab_90_103.png",1551543289,"[ ""../static/52/rc_vocab_52_41.png"", ""../static/90/rc_vocab_90_103.png"", ""../static/35/rc_vocab_35_53.png"", ""../static/26/rc_vocab_26_17.png"" ]","../static/90/rc_vocab_90_103.png","Quiz","Submit",2,1,"../static/90/rc_vocab_90_102.png",1
2,"None",1551543291,"[ ""../static/8/rc_vocab_8_31.png"", ""../static/90/rc_vocab_90_85.png"", ""../static/39/rc_vocab_39_25.png"", ""../static/42/rc_vocab_42_37.png"" ]","../static/90/rc_vocab_90_85.png","Quiz","Next",2,2,"../static/90/rc_vocab_90_84.png","None"
2,"../static/90/rc_vocab_90_85.png",1551543295,"[ ""../static/8/rc_vocab_8_31.png"", ""../static/90/rc_vocab_90_85.png"", ""../static/39/rc_vocab_39_25.png"", ""../static/42/rc_vocab_42_37.png"" ]","../static/90/rc_vocab_90_85.png","Quiz","Submit",3,2,"../static/90/rc_vocab_90_84.png",1
3,"None",1551543297,"[ ""../static/39/rc_vocab_39_19.png"", ""../static/90/rc_vocab_90_87.png"", ""../static/16/rc_vocab_16_31.png"", ""../static/59/rc_vocab_59_7.png"" ]","../static/90/rc_vocab_90_87.png","Quiz","Next",3,3,"../static/90/rc_vocab_90_86.png","None"
3,"../static/90/rc_vocab_90_87.png",1551543300,"[ ""../static/39/rc_vocab_39_19.png"", ""../static/90/rc_vocab_90_87.png"", ""../static/16/rc_vocab_16_31.png"", ""../static/59/rc_vocab_59_7.png"" ]","../static/90/rc_vocab_90_87.png","Quiz","Submit",4,3,"../static/90/rc_vocab_90_86.png",1
4,"None",1551543302,"[ ""../static/8/rc_vocab_8_23.png"", ""../static/16/rc_vocab_16_79.png"", ""../static/64/rc_vocab_64_17.png"", ""../static/90/rc_vocab_90_101.png"" ]","../static/90/rc_vocab_90_101.png","Quiz","Next",4,4,"../static/90/rc_vocab_90_100.png","None"
4,"../static/90/rc_vocab_90_101.png",1551543305,"[ ""../static/8/rc_vocab_8_23.png"", ""../static/16/rc_vocab_16_79.png"", ""../static/64/rc_vocab_64_17.png"", ""../static/90/rc_vocab_90_101.png"" ]","../static/90/rc_vocab_90_101.png","Quiz","Submit",5,4,"../static/90/rc_vocab_90_100.png",3
5,"None",1551543307,"[ ""../static/4/rc_vocab_4_17.png"", ""../static/90/rc_vocab_90_23.png"", ""../static/8/rc_vocab_8_13.png"", ""../static/57/rc_vocab_57_53.png"" ]","../static/90/rc_vocab_90_23.png","Quiz","Next",5,5,"../static/90/rc_vocab_90_22.png","None"
5,"../static/90/rc_vocab_90_23.png",1551543311,"[ ""../static/4/rc_vocab_4_17.png"", ""../static/90/rc_vocab_90_23.png"", ""../static/8/rc_vocab_8_13.png"", ""../static/57/rc_vocab_57_53.png"" ]","../static/90/rc_vocab_90_23.png","Quiz","Submit",6,5,"../static/90/rc_vocab_90_22.png",1
6,"None",1551543315,"[ ""../static/26/rc_vocab_26_11.png"", ""../static/7/rc_vocab_7_3.png"", ""../static/65/rc_vocab_65_113.png"", ""../static/90/rc_vocab_90_9.png"" ]","../static/90/rc_vocab_90_9.png","Quiz","Next",6,6,"../static/90/rc_vocab_90_8.png","None"
6,"../static/90/rc_vocab_90_9.png",1551543322,"[ ""../static/26/rc_vocab_26_11.png"", ""../static/7/rc_vocab_7_3.png"", ""../static/65/rc_vocab_65_113.png"", ""../static/90/rc_vocab_90_9.png"" ]","../static/90/rc_vocab_90_9.png","Quiz","Submit",7,6,"../static/90/rc_vocab_90_8.png",3
7,"None",1551543324,"[ ""../static/65/rc_vocab_65_65.png"", ""../static/29/rc_vocab_29_19.png"", ""../static/36/rc_vocab_36_17.png"", ""../static/90/rc_vocab_90_41.png"" ]","../static/90/rc_vocab_90_41.png","Quiz","Next",7,7,"../static/90/rc_vocab_90_40.png","None"
7,"../static/90/rc_vocab_90_41.png",1551543329,"[ ""../static/65/rc_vocab_65_65.png"", ""../static/29/rc_vocab_29_19.png"", ""../static/36/rc_vocab_36_17.png"", ""../static/90/rc_vocab_90_41.png"" ]","../static/90/rc_vocab_90_41.png","Quiz","Submit",8,7,"../static/90/rc_vocab_90_40.png",3
8,"None",1551543330,"[ ""../static/5/rc_vocab_5_37.png"", ""../static/45/rc_vocab_45_43.png"", ""../static/4/rc_vocab_4_21.png"", ""../static/90/rc_vocab_90_69.png"" ]","../static/90/rc_vocab_90_69.png","Quiz","Next",8,8,"../static/90/rc_vocab_90_68.png","None"
8,"../static/90/rc_vocab_90_69.png",1551543338,"[ ""../static/5/rc_vocab_5_37.png"", ""../static/45/rc_vocab_45_43.png"", ""../static/4/rc_vocab_4_21.png"", ""../static/90/rc_vocab_90_69.png"" ]","../static/90/rc_vocab_90_69.png","Quiz","Submit",9,8,"../static/90/rc_vocab_90_68.png",3
9,"None",1551543341,"[ ""../static/18/rc_vocab_18_21.png"", ""../static/66/rc_vocab_66_29.png"", ""../static/90/rc_vocab_90_7.png"", ""../static/26/rc_vocab_26_27.png"" ]","../static/90/rc_vocab_90_7.png","Quiz","Next",9,9,"../static/90/rc_vocab_90_6.png","None"
9,"../static/90/rc_vocab_90_7.png",1551543350,"[ ""../static/18/rc_vocab_18_21.png"", ""../static/66/rc_vocab_66_29.png"", ""../static/90/rc_vocab_90_7.png"", ""../static/26/rc_vocab_26_27.png"" ]","../static/90/rc_vocab_90_7.png","Quiz","Submit",10,9,"../static/90/rc_vocab_90_6.png",2
10,"None",1551543355,"[ ""../static/90/rc_vocab_90_95.png"", ""../static/74/rc_vocab_74_81.png"", ""../static/20/rc_vocab_20_17.png"", ""../static/7/rc_vocab_7_29.png"" ]","../static/90/rc_vocab_90_95.png","Quiz","Next",10,10,"../static/90/rc_vocab_90_94.png","None"
10,"../static/90/rc_vocab_90_95.png",1551543385,"[ ""../static/90/rc_vocab_90_95.png"", ""../static/74/rc_vocab_74_81.png"", ""../static/20/rc_vocab_20_17.png"", ""../static/7/rc_vocab_7_29.png"" ]","../static/90/rc_vocab_90_95.png","Quiz","Submit",11,10,"../static/90/rc_vocab_90_94.png",0
11,"None",1551543386,"[ ""../static/50/rc_vocab_50_65.png"", ""../static/90/rc_vocab_90_79.png"", ""../static/35/rc_vocab_35_27.png"", ""../static/31/rc_vocab_31_3.png"" ]","../static/90/rc_vocab_90_79.png","Quiz","Next",11,11,"../static/90/rc_vocab_90_78.png","None"
